id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-371353,2023-01-10,000001,Vente,193920.0,46,,CHE DE TOURNEFEUILLE,8532,31300,31555,Toulouse,31,,,31555845AR0001,,,74,,,,,,,,,,1,2,Appartement,57,3,,,,,,1.36255,43.591942
2023-371354,2023-01-16,000001,Vente,481160.0,30,,AV SAINT MARTIN DE BOVILLE,0815,31130,31044,Balma,31,,,31044000BN0258,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,612.0,1.504465,43.597264
2023-371355,2023-01-13,000001,Vente,345000.0,7,,IMP RIXENS,7520,31200,31555,Toulouse,31,,,31555831AO0248,,,,,,,,,,,,,0,1,Maison,79,4,S,sols,,,780.0,1.45223,43.627431
2023-371356,2023-01-05,000001,Vente,312450.0,4,B,IMP DU BOSC,0059,31150,31182,Fenouillet,31,,,31182000BD0093,,,,,,,,,,,,,0,1,Maison,71,3,S,sols,,,854.0,1.401639,43.681103
2023-371356,2023-01-05,000001,Vente,312450.0,4,B,IMP DU BOSC,0059,31150,31182,Fenouillet,31,,,31182000BD0093,,,,,,,,,,,,,0,1,Maison,70,3,S,sols,,,854.0,1.401639,43.681103
2023-371357,2023-01-05,000001,Vente,240000.0,56,,RUE MATABIAU,5776,31000,31555,Toulouse,31,,,31555822AB0067,,,28,,60,,,,,,,,2,2,Appartement,52,2,,,,,,1.448548,43.612036
2023-371358,2023-01-10,000001,Vente,167062.0,5,,RUE DU PIC D ANETO,0570,31240,31561,L'Union,31,,,31561000AT0103,,,,,,,,,,,,,0,1,Maison,100,3,S,sols,,,396.0,1.484807,43.654968
2023-371359,2023-01-11,000001,Vente,240000.0,181,,RTE DE SAINT SIMON,7988,31100,31555,Toulouse,31,,,31555843AM0459,,,3,106.65,,,,,,,,,1,1,Maison,107,5,,,,,,1.388139,43.576643
2023-371360,2023-01-05,000001,Vente,422900.0,32,,RTE DE ST LOUP CAMMAS,0180,31140,31410,Pechbonnieu,31,,,31410000AO0117,,,,,,,,,,,,,0,1,Maison,132,6,S,sols,,,599.0,1.469327,43.70122
2023-371362,2023-01-11,000001,Vente,420000.0,11,,RUE DE LATCHE,0082,31700,31056,Beauzelle,31,,,31056000AD0046,,,,,,,,,,,,,0,1,Maison,86,4,S,sols,,,1125.0,1.380628,43.667502
2023-371363,2023-01-16,000001,Vente,300000.0,26,,RUE GRANDE RUE,0006,31570,31082,Bourg-Saint-Bernard,31,,,310820000G0161,,,,,,,,,,,,,0,1,Maison,143,4,S,sols,,,119.0,1.71315,43.60179
2023-371365,2023-01-13,000001,Vente,114910.0,4,,RUE RENE LANDES,0281,31140,31364,Montberon,31,,,31364000AK0069,,,3,38.05,,,,,,,,,1,2,Appartement,37,2,,,,,,1.480484,43.715545
2023-371366,2023-01-05,000001,Vente,615000.0,90,,CHE DE PAYSSAT,6672,31400,31555,Toulouse,31,,,31555837AL0119,,,,,,,,,,,,,0,1,Maison,150,4,S,sols,,,503.0,1.489056,43.573184
2023-371367,2023-01-12,000001,Vente,123330.0,149,,RUE EDMOND ROSTAND,2888,31200,31555,Toulouse,31,,,31555831AY0890,,,127,,,,,,,,,,1,2,Appartement,48,2,,,,,,1.448462,43.639566
2023-371368,2023-01-04,000001,Vente,139500.0,1,,PL DE CARPENTRAS,1712,31500,31555,Toulouse,31,,,31555833AM0007,,,13704,,13715,,,,,,,,2,2,Appartement,70,3,,,,,,1.467388,43.629841
2023-371369,2023-01-10,000001,Vente,104620.0,35,,RUE ROQUEMAUREL,7608,31300,31555,Toulouse,31,,,31555844AD0084,,,25,,51,,,,,,,,2,2,Appartement,42,2,,,,,,1.416684,43.595967
2023-371370,2023-01-17,000001,Vente,287000.0,59,,BD JEAN BRUNHES,4524,31300,31555,Toulouse,31,,,31555828AC0800,,,113,,,,,,,,,,1,2,Appartement,64,3,,,,,,1.420538,43.600048
2023-371371,2023-01-05,000001,Vente,96000.0,14,,RUE DU PRE VICINAL,0600,31270,31157,Cugnaux,31,,,31157000BK0457,,,2,35.2,8,,,,,,,,2,2,Appartement,35,2,,,,,,1.342338,43.537902
2023-371372,2023-01-05,000001,Vente,320000.0,7,,RUE DES VIOLETTES,0200,31530,31297,Lévignac,31,,,312970000D0551,,,,,,,,,,,,,0,1,Maison,123,6,S,sols,,,1239.0,1.186498,43.660005
2023-371373,2023-01-13,000001,Vente,210000.0,37,,AV DU MARECHAL FOCH,5644,31400,31555,Toulouse,31,,,31555811AC0126,,,19,56.27,216,,,,,,,,2,2,Appartement,56,3,,,,,,1.458206,43.583098
2023-371374,2023-01-17,000001,Vente,154000.0,51,,RUE DE LA FAOURETTE,3200,31100,31555,Toulouse,31,,,31555842BD0091,,,11,86.35,58,,,,,,,,2,2,Appartement,87,4,,,,,,1.415967,43.579389
2023-371375,2023-01-17,000001,Vente,216000.0,34,,RUE D'AVRANCHES,0740,31200,31555,Toulouse,31,,,31555833AO0224,,,16,,3,,,,,,,,2,1,Maison,64,3,,,,,,1.466312,43.632613
2023-371376,2023-01-06,000001,Vente,372950.0,5,,AV DE MAIZIERES LES METZ,0191,31380,31358,Montastruc-la-Conseillère,31,,,31358000AB0206,,,,,,,,,,,,,0,1,Maison,83,3,S,sols,,,124.0,1.589381,43.717024
2023-371377,2023-01-03,000001,Vente,141000.0,76,,AV DE LESPINET,5196,31400,31555,Toulouse,31,,,31555837AC0095,,,25,,,,,,,,,,1,2,Appartement,35,2,,,,,,1.46527,43.580382
2023-371378,2023-01-10,000001,Vente,317600.0,213,,CHE DE PIGERON,0043,31660,31094,Buzet-sur-Tarn,31,,,31094000ZB0486,,,,,,,,,,,,,0,1,Maison,130,4,S,sols,,,500.0,1.625137,43.773491
2023-371379,2023-01-04,000001,Vente,262930.0,9,,ALL GEORGES BRASSENS,0701,31770,31149,Colomiers,31,,,31149000BT0276,,,1,,,,,,,,,,1,2,Appartement,98,5,,,,,,1.346813,43.597442
2023-371380,2023-01-17,000001,Vente,74000.0,4,,IMP DU CHATEAU,0050,31820,31417,Pibrac,31,,,31417000AM0115,,,10,,,,,,,,,,1,2,Appartement,30,1,,,,,,1.285834,43.618901
2023-371381,2023-01-03,000001,Vente,680000.0,14,,RUE DES MARRONNIERS,1890,31830,31424,Plaisance-du-Touch,31,,,31424000BM0622,,,,,,,,,,,,,0,1,Maison,172,7,S,sols,,,1272.0,1.305178,43.571137
2023-371382,2023-01-04,000001,Vente,264200.0,15,,RUE DES COQUELICOTS,0095,31140,31467,Saint-Alban,31,,,31467000AE0038,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,610.0,1.408156,43.700971
2023-371383,2023-01-03,000001,Vente,275400.0,3,,PL OCTAVE SAGE,6357,31100,31555,Toulouse,31,,,31555841AT0121,,,3,112.62,,,,,,,,,1,1,Maison,92,4,,,,,,1.380467,43.55997
2023-371384,2023-01-03,000001,Vente,44000.0,6,,RUE DE UNIVERSITE DU MIRAIL,8666,31100,31555,Toulouse,31,,,31555842BH0101,,,20,,,,,,,,,,1,2,Appartement,16,1,,,,,,1.402291,43.575565
2023-371385,2023-01-09,000001,Vente,548500.0,6,,RUE DE QUEFES,2410,31830,31424,Plaisance-du-Touch,31,,,31424000BM0135,,,,,,,,,,,,,0,1,Maison,179,6,S,sols,,,1077.0,1.303235,43.569378
2023-371386,2023-01-06,000001,Vente,470600.0,120,,CHE DE MERLY,0010,31340,31311,La Magdelaine-sur-Tarn,31,,,31311000AC0145,,,,,,,,,,,,,0,1,Maison,140,4,S,sols,,,1000.0,1.546115,43.812645
2023-371386,2023-01-06,000001,Vente,470600.0,120,,CHE DE MERLY,0010,31340,31311,La Magdelaine-sur-Tarn,31,,,31311000AC0145,,,,,,,,,,,,,0,1,Maison,140,4,AG,terrains d'agrément,PARC,Parc,830.0,1.546115,43.812645
2023-371387,2023-01-03,000001,Vente,362940.0,6,,PL JEAN LOUIS PUIG,0530,31700,31069,Blagnac,31,,,31069000AY0214,,,4,,,,,,,,,,1,2,Appartement,80,2,,,,,,1.397447,43.63437
2023-371388,2023-01-06,000001,Vente,178000.0,14,,RUE SAINT HENRI,7816,31000,31555,Toulouse,31,,,31555823AC0348,,,5,,6,,7,,,,,,3,2,Appartement,35,2,,,,,,1.447662,43.613196
2023-371389,2023-01-04,000001,Vente,194000.0,28,,RTE DE FENOUILLET,0008,31150,31205,Gagnac-sur-Garonne,31,,,31205000AN0138,,,14,,,,,,,,,,1,2,Appartement,70,3,,,,,,1.374186,43.694389
2023-371390,2023-01-03,000001,Vente,92000.0,22,,ALL DE BELLEFONTAINE,1009,31100,31555,Toulouse,31,,,31555840BL0125,,,2036,54.04,,,,,,,,,1,2,Appartement,55,3,,,,,,1.405474,43.563993
2023-371392,2023-01-12,000001,Vente,117445.0,332,,RTE DE LAUNAGUET,5096,31200,31555,Toulouse,31,,,31555830AE0006,,,86,,,,,,,,,,1,2,Appartement,41,2,,,,,,1.440048,43.658076
2023-371393,2023-01-06,000001,Vente,137250.0,17,,CHE RAYNAL,7324,31200,31555,Toulouse,31,,,31555831AR0236,,,125,65.32,150,,,,,,,,2,2,Appartement,64,3,,,,,,1.450591,43.627032
2023-371394,2023-01-09,000001,Vente,121000.0,34,B,RUE PASTEUR,0750,31700,31069,Blagnac,31,,,31069000AX0033,,,32,,46,,,,,,,,2,2,Appartement,42,2,,,,,,1.393328,43.634994
2023-371395,2023-01-02,000001,Vente,138528.0,1,,IMP DU VALLON,0071,31700,31351,Mondonville,31,,,31351000AL0721,,,117,,118,,12,,,,,,3,2,Appartement,57,3,,,,,,1.284797,43.664343
2023-371396,2023-01-04,000001,Vente,366000.0,1,,CHE DE LA SAVE,1150,31770,31149,Colomiers,31,,,31149000CC0317,,,,,,,,,,,,,0,1,Maison,155,5,S,sols,,,645.0,1.323375,43.613364
2023-371397,2023-01-03,000001,Vente,90000.0,6,,ALL DE L OISE,0907,31770,31149,Colomiers,31,,,31149000AR0346,,,28,,,,,,,,,,1,2,Appartement,30,1,,,,,,1.32822,43.618624
2023-371398,2023-01-09,000001,Vente,159800.0,28,,CHE DE LA FLAMBERE,3324,31300,31555,Toulouse,31,,,31555846AD0212,,,78,,,,,,,,,,1,2,Appartement,53,3,,,,,,1.394385,43.61605
2023-371399,2023-01-05,000001,Vente,196508.22,61,,CHE DU MOULIN A VENT,0005,31620,31079,Bouloc,31,,,31079000BB0118,,,,,,,,,,,,,0,1,Maison,88,4,S,sols,,,142.0,1.402273,43.780962
2023-371400,2023-01-04,000001,Vente,212276.11,2,,RUE LIEUTENANT DEMOURANT,0056,31530,31297,Lévignac,31,,,31297000AB0794,,,,,,,,,,,,,0,1,Maison,95,5,S,sols,,,230.0,1.197406,43.667002
2023-371401,2023-01-06,000001,Vente,244700.0,28,,RUE ANDRE MAZANA,0317,31100,31555,Toulouse,31,,,31555841AW0172,,,3,,,,,,,,,,1,1,Maison,81,4,,,,,,1.36885,43.558259
2023-371404,2023-01-17,000001,Vente,182000.0,50,,BD DES RECOLLETS,7344,31400,31555,Toulouse,31,,,31555812AC0454,,,302,64.06,,,,,,,,,1,2,Appartement,62,4,,,,,,1.445477,43.583702
2023-371405,2023-01-16,000001,Vente,360000.0,57,,SAUVETERRE,B036,31320,31025,Aureville,31,,,310250000B0186,,,,,,,,,,,,,0,1,Maison,130,6,T,terres,,,1274.0,1.44647,43.487451
2023-371405,2023-01-16,000001,Vente,360000.0,57,,SAUVETERRE,B036,31320,31025,Aureville,31,,,310250000B0186,,,,,,,,,,,,,0,1,Maison,130,6,S,sols,,,726.0,1.44647,43.487451
2023-371406,2023-01-12,000001,Vente,92500.0,10,B,RUE DU FORT,0350,31120,31433,Portet-sur-Garonne,31,,,31433000BV0242,,,,,,,,,,,,,0,1,Maison,23,1,S,sols,,,25.0,1.408141,43.521505
2023-371408,2023-01-09,000001,Vente,223100.0,24,,RUE DE NEGRENEYS,6236,31200,31555,Toulouse,31,,,31555803AD0253,,,65,57.33,94,,,,,,,,2,2,Appartement,57,3,,,,,,1.441519,43.617269
2023-371409,2023-01-12,000001,Vente,74677.0,12,,RUE BARONIE,0864,31000,31555,Toulouse,31,,,31555819AB0042,,,57,13,,,,,,,,,1,2,Appartement,17,1,,,,,,1.445093,43.602071
2023-371411,2023-01-12,000001,Vente,353750.0,10,,RUE DES RENFORTS,7420,31000,31555,Toulouse,31,,,31555816AB0345,,,14,,15,,21,,9,90.25,,,4,2,Appartement,77,4,,,,,,1.443514,43.59348
2023-371412,2023-01-16,000001,Vente,336900.0,22,,RUE LOUIS PLANA,5396,31500,31555,Toulouse,31,,,31555834AN0174,,,11,79.28,,,,,,,,,1,1,Maison,76,4,,,,,,1.481181,43.608771
2023-371413,2023-01-06,000001,Vente,220100.0,9025,,AV DE MONTAUBAN,0530,31620,31118,Castelnau-d'Estrétefonds,31,,,311180000A2342,,,,,,,,,,,,,0,1,Maison,82,4,S,sols,,,342.0,1.348404,43.787282
2023-371414,2023-01-13,000001,Vente,210000.0,27,,AV DES MAZADES,5848,31200,31555,Toulouse,31,,,31555803AB0513,,,156,,,,,,,,,,1,2,Appartement,78,5,,,,,,1.43877,43.623681
2023-371415,2023-01-03,000001,Vente,326000.0,172,,RUE DES SAULES,0600,31250,31569,Vaudreuille,31,,,31569000ZE0018,,,,,,,,,,,,,0,1,Maison,128,7,S,sols,,,500.0,2.021996,43.432538
2023-371415,2023-01-03,000001,Vente,326000.0,172,,RUE DES SAULES,0600,31250,31569,Vaudreuille,31,,,31569000ZE0018,,,,,,,,,,,,,0,1,Maison,128,7,T,terres,,,1574.0,2.021996,43.432538
2023-371416,2023-01-12,000001,Vente,391220.0,2,,RUE BEAUSEJOUR,0420,31650,31506,Saint-Orens-de-Gameville,31,,,31506000CE0444,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,384.0,1.519341,43.572523
2023-371417,2023-01-11,000001,Vente,122880.0,5,,RUE DES FAUVETTES,0042,31700,31056,Beauzelle,31,,,31056000AK0106,,,24,77.42,33,,,,,,,,2,2,Appartement,76,4,,,,,,1.377398,43.663266
2023-371418,2023-01-18,000001,Vente,203100.0,19,,RUE RODOLOSE,7560,31300,31555,Toulouse,31,,,31555846AL0390,,,21,56.43,,,,,,,,,1,2,Appartement,54,3,,,,,,1.416791,43.59988
2023-371419,2023-01-16,000001,Vente,232654.0,11,,IMP RAYMOND SABARICH,7318,31100,31555,Toulouse,31,,,31555843AM0289,,,,,,,,,,,,,0,1,Maison,84,4,S,sols,,,128.0,1.382764,43.578797
2023-371420,2023-01-13,000001,Vente,384000.0,9,,RUE DU FORT,0130,31450,31004,Ayguesvives,31,,,31004000AE0004,,,,,,,,,,,,,0,1,Maison,152,6,S,sols,,,268.0,1.59699,43.437803
2023-371421,2023-01-13,000001,Vente,242700.0,9,,CHE DE DARDAGNA,2488,31400,31555,Toulouse,31,,,31555839BC0071,,,15,,,,,,,,,,1,2,Appartement,70,3,,,,,,1.452679,43.557289
2023-371422,2023-01-13,000001,Vente,171500.0,42,,AV MAURICE BOURGES-MAUNOURY,5789,31200,31555,Toulouse,31,,,31555831AW0618,,,94,60.45,,,,,,,,,1,2,Appartement,60,3,,,,,,1.453333,43.637725
2023-371423,2023-01-13,000001,Vente,229000.0,7,,AV JEAN RIEUX,4652,31500,31555,Toulouse,31,,,31555809AB0078,,,20,,,,,,,,,,1,2,Appartement,56,3,,,,,,1.457806,43.598195
2023-371424,2023-01-17,000001,Vente,311435.0,46,,RUE DES PRES,0034,31620,31136,Cépet,31,,,311360000A2061,,,,,,,,,,,,,0,1,Maison,85,4,S,sols,,,446.0,1.424426,43.742934
2023-371425,2023-01-16,000001,Vente,161705.0,16,,CHE DU LAPIN,5016,31200,31555,Toulouse,31,,,31555830AX0318,,,7,,,,,,,,,,1,2,Appartement,62,3,,,,,,1.43158,43.652806
2023-371426,2023-01-16,000001,Vente,485437.0,100,,ALL DE BARCELONE,0840,31000,31555,Toulouse,31,,,31555827AC0196,,,149,,157,,,,,,,,2,2,Appartement,125,5,,,,,,1.424932,43.608887
2023-371428,2023-01-11,000001,Vente,143000.0,214,,RTE DE SEYSSES,8244,31100,31555,Toulouse,31,,,31555840AR0195,,,20,,,,,,,,,,1,2,Appartement,61,3,,,,,,1.411771,43.565486
2023-371429,2023-01-16,000001,Vente,187814.0,3,,CHEM PIERRE CARDENAL,6873,31300,31555,Toulouse,31,,,31555846AC0164,,,24,,,,,,,,,,1,2,Appartement,65,3,,,,,,1.396424,43.61043
2023-371430,2023-01-06,000001,Vente,429100.0,22,,RUE DES CROUZETTES,0240,31120,31433,Portet-sur-Garonne,31,,,31433000AY0063,,,,,,,,,,,,,0,1,Maison,156,9,S,sols,,,623.0,1.400017,43.519409
2023-371431,2023-01-05,000001,Vente,554280.0,46,,RUE DU LANGUEDOC,5000,31000,31555,Toulouse,31,,,31555815AB0198,,,58,,59,,,,,,,,2,2,Appartement,50,1,,,,,,1.445917,43.598988
2023-371432,2023-01-16,000001,Vente,768900.0,27,,CITE DU SIX AVRIL 1944,A164,31400,31555,Toulouse,31,,,31555836AY0119,,,,,,,,,,,,,0,1,Maison,144,5,S,sols,,,338.0,1.477588,43.581758
2023-371435,2023-01-03,000001,Vente,135000.0,2,,ALL ELISE DEROCHE,2939,31400,31555,Toulouse,31,,,31555837AH0215,,,3012,,,,,,,,,,1,2,Appartement,46,2,,,,,,1.475457,43.575493
2023-371436,2023-01-13,000001,Vente,121000.0,42,,ALL RENE DESCARTES,1088,31770,31149,Colomiers,31,,,31149000AB0207,,,201,45.77,428,,,,,,,,2,2,Appartement,45,2,,,,,,1.305412,43.614937
2023-371437,2023-01-13,000001,Vente,265000.0,32,,CHE BELLEGARRIGUES,0050,31140,31022,Aucamville,31,,,31022000AI0288,,,8,,,,,,,,,,1,1,Maison,86,4,,,,,,1.428935,43.660221
2023-371439,2023-01-05,000001,Vente,270000.0,20,,RUE DU TARN,8400,31500,31555,Toulouse,31,,,31555836AX0291,,,,,,,,,,,,,0,1,Maison,86,5,S,sols,,,206.0,1.481958,43.582322
2023-371440,2023-01-09,000001,Vente,206600.0,50,,RUE DES VIGNES,1150,31780,31116,Castelginest,31,,,31116000AV0116,,,,,,,,,,,,,0,1,Maison,74,3,S,sols,,,500.0,1.43825,43.690821
2023-371442,2023-01-06,000001,Vente,1021800.0,5,,RUE DES TUILIERS,0110,31320,31575,Vieille-Toulouse,31,,,31575000AC0236,,,,,,,,,,,,,0,1,Maison,220,6,AG,terrains d'agrément,PARC,Parc,3003.0,1.442283,43.532283
2023-371442,2023-01-06,000001,Vente,1021800.0,5,,RUE DES TUILIERS,0110,31320,31575,Vieille-Toulouse,31,,,31575000AC0236,,,,,,,,,,,,,0,1,Maison,220,6,S,sols,,,2000.0,1.442283,43.532283
2023-371445,2023-01-13,000001,Vente,376000.0,19,,RUE DE MARSEILLAN,0381,31240,31561,L'Union,31,,,31561000BC0113,,,,,,,,,,,,,0,1,Maison,105,6,S,sols,,,540.0,1.480214,43.645959
2023-371446,2023-01-18,000001,Vente,646667.0,51,,AV RAYMOND NAVES,7316,31500,31555,Toulouse,31,,,31555808AC0040,,,,,,,,,,,,,0,2,Appartement,84,4,S,sols,,,316.0,1.467744,43.599402
2023-371446,2023-01-18,000001,Vente,646667.0,51,,AV RAYMOND NAVES,7316,31500,31555,Toulouse,31,,,31555808AC0040,,,,,,,,,,,,,0,2,Appartement,80,3,S,sols,,,316.0,1.467744,43.599402
2023-371447,2023-01-17,000001,Vente,594000.0,24,,RUE PLANTIER,6960,31500,31555,Toulouse,31,,,31555808AD0174,,,,,,,,,,,,,0,1,Maison,119,4,S,sols,,,155.0,1.47656,43.599989
2023-371448,2023-01-16,000001,Vente,215000.0,43,B,CHE DE LA PLAINE,0158,31790,31490,Saint-Jory,31,,,31490000AC0183,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,183.0,1.366853,43.751932
2023-371449,2023-01-11,000001,Vente,210000.0,48,,RUE DE FONDARGENT,0660,31650,31506,Saint-Orens-de-Gameville,31,,,31506000BT0277,,,31,,32,,4,,,,,,3,2,Appartement,63,3,,,,,,1.512692,43.560227
2023-371450,2023-01-13,000001,Vente,157000.0,10,,IMP DU CIMETIERE CROIX DAURADE,2048,31200,31555,Toulouse,31,,,31555831AK0027,,,203,,,,,,,,,,1,2,Appartement,62,3,,,,,,1.464016,43.639175
2023-371451,2023-01-09,000001,Vente,178950.0,38,,RUE ESTIEU,3096,31500,31555,Toulouse,31,,,31555805AD0254,,,3,,9,,,,,,,,2,2,Appartement,56,3,,,,,,1.459751,43.620501
2023-371452,2023-01-06,000001,Vente,280000.0,57,,CHE LAPUJADE,5028,31200,31555,Toulouse,31,,,31555804AC0068,,,1,,,,,,,,,,1,2,Appartement,69,3,,,,,,1.453124,43.620931
2023-371453,2023-01-06,000001,Vente,191725.0,15,,RUE DU SERGENT VIGNE,8240,31500,31555,Toulouse,31,,,31555808AI0169,,,110,,141,,,,,,,,2,2,Appartement,67,10,,,,,,1.467042,43.596685
2023-371454,2023-01-05,000001,Vente,168000.0,230,,AV DE CASTRES,1772,31500,31555,Toulouse,31,,,31555836AD0025,,,1190,59.21,,,,,,,,,1,2,Appartement,60,3,,,,,,1.489343,43.5942
2023-371455,2023-01-06,000001,Vente,179000.0,30,,BD JEAN BRUNHES,4524,31300,31555,Toulouse,31,,,31555846AK0492,,,447,,478,,,,,,,,2,2,Appartement,63,2,,,,,,1.418416,43.602863
2023-371457,2023-01-13,000001,Vente,190000.0,11,,IMP DE L'AZUR,0762,31100,31555,Toulouse,31,,,31555842BI0248,,,113,,142,,,,,,,,2,2,Appartement,101,5,,,,,,1.395712,43.579302
2023-371458,2023-01-13,000003,Vente,440000.0,36,,RES DES PYRENEES,A050,31130,31044,Balma,31,,,31044000BY0577,,,,,,,,,,,,,0,1,Maison,66,4,S,sols,,,216.0,1.49374,43.612809
2023-371460,2023-01-18,000001,Vente,159350.0,10,,RUE DU MINERVOIS,0802,31770,31149,Colomiers,31,,,31149000BL0032,,,116,,120,,,,,,,,2,2,Appartement,74,4,,,,,,1.3412,43.609359
2023-371461,2023-01-13,000001,Vente,230000.0,46,,AV JULES JULIEN,4816,31400,31555,Toulouse,31,,,31555811AH0436,,,24,,5,,,,,,,,2,2,Appartement,69,3,,,,,,1.45167,43.57589
2023-371462,2023-01-02,000001,Vente,245650.0,5,,RUE ELLA MAILLART,2941,31300,31555,Toulouse,31,,,31555844AN0051,,,162,,38,66.53,,,,,,,2,2,Appartement,67,3,,,,,,1.407527,43.594509
2023-371463,2023-01-09,000001,Vente,135000.0,4,,RUE DES DAIMS,2456,31300,31555,Toulouse,31,,,31555846AI0715,,,410,54.61,415,,,,,,,,2,2,Appartement,56,3,,,,,,1.406278,43.604911
2023-371464,2023-01-12,000001,Vente,212000.0,15,,BD DE L EMBOUCHURE,2952,31200,31555,Toulouse,31,,,31555802AC0315,,,64,,,,,,,,,,1,2,Appartement,66,3,,,,,,1.435421,43.616117
2023-371466,2023-01-19,000001,Vente,112000.0,43,,RUE AUGUSTE RODIN,0091,31130,31044,Balma,31,,,31044000CA0257,,,166,35.06,,,,,,,,,1,2,Appartement,35,2,,,,,,1.501415,43.616986
2023-371467,2023-01-10,000001,Vente,198620.0,11,,RUE JEAN MONFRAIX,0051,31450,31161,Deyme,31,,,311610000D0766,,,1,,7,,,,,,,,2,2,Appartement,67,3,,,,,,1.521968,43.485551
2023-371468,2023-01-05,000001,Vente,491000.0,31,,RUE PAUL CAMPADIEU,6596,31200,31555,Toulouse,31,,,31555803AB0172,,,5,,,,,,,,,,1,1,Maison,83,4,,,,,,1.43964,43.622977
2023-371469,2023-01-04,000001,Vente,159999.0,292,,AV DE FRONTON,3620,31200,31555,Toulouse,31,,,31555830AH0180,,,38,,,,,,,,,,1,2,Appartement,62,3,,,,,,1.433869,43.650783
2023-371470,2023-01-18,000001,Vente,145845.25,31,,PORT SAINT SAUVEUR,8066,31000,31555,Toulouse,31,,,31555815AC0311,,,12,,123,,,,,,,,2,2,Appartement,29,1,,,,,,1.455291,43.597816
2023-371473,2023-01-13,000001,Vente,104182.0,293,B,RTE DE LAUNAGUET,5096,31200,31555,Toulouse,31,,,31555830AD0381,,,27,,,,,,,,,,1,2,Appartement,41,2,,,,,,1.437668,43.652461
2023-371475,2023-01-17,000001,Vente,218000.0,1,,RUE FRANCOU,0076,31450,31381,Montgiscard,31,,,313810000H0723,,,,,,,,,,,,,0,1,Maison,89,4,S,sols,,,149.0,1.571477,43.458878
2023-371477,2023-01-16,000001,Vente,322000.0,14,,RUE AUGUSTE RATEAU,0652,31200,31555,Toulouse,31,,,31555829AX0294,,,,,,,,,,,,,0,1,Maison,85,3,S,sols,,,291.0,1.427814,43.625533
2023-371479,2023-01-03,000001,Vente,170000.0,1,,CHEMINEMENT DU BERRY,0123,31700,31069,Blagnac,31,,,31069000BK0158,,,13,70.21,,,,,,,,,1,2,Appartement,74,3,,,,,,1.390437,43.632298
2023-371480,2023-01-13,000001,Vente,260000.0,57,,BD ARMAND DUPORTAL,0492,31000,31555,Toulouse,31,,,31555826AH0006,,,58,,62,48.16,,,,,,,2,2,Appartement,37,2,,,,,,1.434548,43.609581
2023-371482,2023-01-03,000001,Vente,96200.0,5,,RUE DU GENERAL BAUROT,3809,31500,31555,Toulouse,31,,,31555834AP0322,,,47,46.61,66,,,,,,,,2,2,Appartement,48,2,,,,,,1.469895,43.608141
2023-371483,2023-01-12,000002,Vente,180000.0,60,,CHE DU RUISSEAU DE FONTBAZI,0021,31450,31162,Donneville,31,,,31162000AD0151,,,,,,,,,,,,,0,1,Maison,89,5,S,sols,,,1021.0,1.549853,43.46553
2023-371484,2023-01-06,000001,Vente,68500.0,11,,RUE BARUCH SPINOZA,0051,31560,31396,Nailloux,31,,,313960000C1802,,,24,,,,,,,,,,1,2,Appartement,44,2,,,,,,1.62152,43.352863
2023-371485,2023-01-05,000001,Vente,167330.0,20,,RUE JEAN PONCELET,4636,31500,31555,Toulouse,31,,,31555834AV0042,,,8,56.32,,,,,,,,,1,2,Appartement,50,3,,,,,,1.472043,43.613549
2023-371488,2023-01-10,000001,Vente,128300.0,11,,AV DE TOULOUSE,0970,31320,31113,Castanet-Tolosan,31,,,31113000CD0006,,,17,,,,,,,,,,1,2,Appartement,33,1,,,,,,1.49901,43.516299
2023-371490,2023-01-19,000001,Vente,170000.0,30,,CHE DE BOUCONNE,0250,31770,31149,Colomiers,31,,,31149000AP0046,,,,,,,,,,,,,0,1,Maison,73,4,S,sols,,,200.0,1.326719,43.615437
2023-371491,2023-01-16,000001,Vente,141500.0,1,,CHEM DELPONT,0259,31700,31069,Blagnac,31,,,31069000AX0513,,,174,49.44,,,,,,,,,1,2,Appartement,49,2,,,,,,1.393218,43.631972
2023-371492,2023-01-05,000001,Vente en l'état futur d'achèvement,372500.0,36,,BD DES MINIMES,5960,31200,31555,Toulouse,31,,,31555803AD0097,,,141,63.5,,,,,,,,,1,2,Appartement,63,3,,,,,,1.443581,43.615577
2023-371494,2023-01-16,000002,Vente,214000.0,1,,RUE FRANCOU,0076,31450,31381,Montgiscard,31,,,313810000H0725,,,,,,,,,,,,,0,1,Maison,89,4,S,sols,,,160.0,1.571599,43.459034
