id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,38,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,45,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,39,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,36,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,45,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,39,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,39,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,35,2,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,647.0,1.473124,43.582389
2023-384942,2023-08-21,000001,Vente,1450000.0,178,,AV DE SAINT EXUPERY,7772,31400,31555,Toulouse,31,,,31555837AD0337,,,,,,,,,,,,,0,2,Appartement,40,1,S,sols,,,647.0,1.473124,43.582389
2023-384943,2023-08-24,000001,Vente,324900.0,18,,RUE DU CANIGOU,0064,31490,31291,Léguevin,31,,,31291000AB0118,,,,,,,,,,,,,0,1,Maison,103,4,S,sols,,,649.0,1.227908,43.607966
2023-384947,2023-08-30,000001,Vente,210000.0,23,,ALL DE L ARDECHE,0044,31770,31149,Colomiers,31,,,31149000AS0322,,,,,,,,,,,,,0,1,Maison,94,5,S,sols,,,337.0,1.32091,43.620848
2023-384949,2023-09-04,000001,Vente,171900.0,13,,RUE DU VIEUX STADE,0106,31620,31079,Bouloc,31,,,31079000AV0009,,,,,,,,,,,,,0,1,Maison,84,4,S,sols,,,167.0,1.406751,43.777778
2023-384952,2023-08-22,000001,Vente,383550.0,445,,CHE DE CAILLOL,0026,31620,31202,Fronton,31,,,312020000I0729,,,,,,,,,,,,,0,1,Maison,115,4,S,sols,,,1000.0,1.348018,43.844201
2023-384952,2023-08-22,000001,Vente,383550.0,445,,CHE DE CAILLOL,0026,31620,31202,Fronton,31,,,312020000I0729,,,,,,,,,,,,,0,1,Maison,115,4,AG,terrains d'agrément,PARC,Parc,468.0,1.348018,43.844201
2023-384953,2023-08-29,000001,Vente,454440.0,27,,RUE DE LA CHENAIE,0575,31650,31506,Saint-Orens-de-Gameville,31,,,31506000BN0132,,,,,,,,,,,,,0,1,Maison,110,5,S,sols,,,694.0,1.526066,43.550207
2023-384954,2023-08-11,000001,Vente,298000.0,17,,RUE DE CRABINET,0035,31700,31150,Cornebarrieu,31,,,31150000AM1103,,,,,,,,,,,,,0,1,Maison,123,4,S,sols,,,1082.0,1.3216,43.643868
2023-384955,2023-08-10,000001,Vente,600000.0,3,,IMP MINERVE,0340,31120,31259,Lacroix-Falgarde,31,,,31259000AE0011,,,,,,,,,,,,,0,1,Maison,149,3,AG,terrains d'agrément,PARC,Parc,1925.0,1.409457,43.503999
2023-384955,2023-08-10,000001,Vente,600000.0,3,,IMP MINERVE,0340,31120,31259,Lacroix-Falgarde,31,,,31259000AE0011,,,,,,,,,,,,,0,1,Maison,149,3,S,sols,,,1000.0,1.409457,43.503999
2023-384959,2023-09-01,000001,Vente,96500.0,33,,CHE DES MARAICHERS,5576,31400,31555,Toulouse,31,,,31555838AI0087,,,87,,,,,,,,,,1,2,Appartement,20,1,,,,,,1.463975,43.566947
2023-384960,2023-08-25,000001,Vente en l'état futur d'achèvement,275000.0,11,,BD SILVIO TRENTIN,8356,31200,31555,Toulouse,31,,,31555829AL0204,,,82,,,,,,,,,,1,2,Appartement,59,3,,,,,,1.426021,43.623196
2023-384961,2023-08-18,000001,Vente,270770.0,10,,RUE DES TAMARIS,0670,31270,31157,Cugnaux,31,,,31157000BK0188,,,,,,,,,,,,,0,1,Maison,85,5,S,sols,,,313.0,1.344675,43.540282
2023-384962,2023-08-25,000001,Vente,106800.0,23,,RUE LAFAYETTE,0112,31330,31232,Grenade,31,,,31232000AC0455,,,,,,,,,,,,,0,1,Maison,40,1,S,sols,,,126.0,1.294173,43.773746
2023-384963,2023-08-11,000001,Vente,126000.0,88,,RUE DU VIEUX MOULIN,0210,31150,31205,Gagnac-sur-Garonne,31,,,31205000AL0329,,,34,46.53,,,,,,,,,1,2,Appartement,46,2,,,,,,1.380017,43.703334
2023-384964,2023-08-22,000001,Vente,138000.0,2,,IMP JACQUELINE AURIOL,0095,31700,31160,Daux,31,,,311600000C1374,,,40,63.54,,,,,,,,,1,2,Appartement,63,3,,,,,,1.277738,43.676963
2023-384966,2023-08-24,000001,Vente,235000.0,275,,IMP DE LA POINTE,0038,31340,31311,La Magdelaine-sur-Tarn,31,,,31311000AL0352,,,,,,,,,,,,,0,1,Maison,72,3,S,sols,,,658.0,1.539994,43.815984
2023-384967,2023-09-07,000001,Vente,130000.0,31,,BD RICHARD WAGNER,7468,31300,31555,Toulouse,31,,,31555846AK0406,,,40,46.28,,,,,,,,,1,2,Appartement,49,2,,,,,,1.41937,43.603939
2023-384968,2023-08-25,000001,Vente,120000.0,101,,AV JULES JULIEN,4816,31400,31555,Toulouse,31,,,31555812AH0071,,,26,,55,,,,,,,,2,2,Appartement,31,1,,,,,,1.449561,43.577128
2023-384969,2023-08-11,000001,Vente,73000.0,90,,RTE DE NARBONNE,6196,31400,31555,Toulouse,31,,,31555838AI0043,,,97,,,,,,,,,,1,2,Appartement,19,1,,,,,,1.459237,43.566444
2023-384971,2023-08-25,000001,Vente,380000.0,18,,RUE CUJAS,2428,31000,31555,Toulouse,31,,,31555818AB0530,,,23,,,,,,,,,,1,2,Appartement,90,3,,,,,,1.441602,43.601221
2023-384972,2023-08-25,000001,Vente,486400.0,1,,RUE DES GLYCINES,0432,31120,31433,Portet-sur-Garonne,31,,,31433000BS0060,,,,,,,,,,,,,0,1,Maison,132,5,S,sols,,,873.0,1.415836,43.532593
2023-384973,2023-08-30,000001,Vente,150000.0,27,,RUE CARAMAN,1688,31000,31555,Toulouse,31,,,31555821AC0289,,,8,25.03,,,,,,,,,1,2,Appartement,25,1,,,,,,1.45357,43.602307
2023-384974,2023-08-31,000001,Vente,219000.0,5,A,CHE DU CANOU,0022,31790,31490,Saint-Jory,31,,,31490000AO0306,,,,,,,,,,,,,0,2,Appartement,55,2,S,sols,,,530.0,1.372742,43.734819
2023-384974,2023-08-31,000001,Vente,219000.0,5,A,CHE DU CANOU,0022,31790,31490,Saint-Jory,31,,,31490000AO0306,,,,,,,,,,,,,0,2,Appartement,50,3,S,sols,,,530.0,1.372742,43.734819
2023-384976,2023-08-23,000001,Vente,253000.0,67,,CHE DE LA BUTTE,1468,31400,31555,Toulouse,31,,,31555837AC0094,,,72,,85,78.22,,,,,,,2,2,Appartement,70,4,,,,,,1.472335,43.579494
2023-384977,2023-08-29,000001,Vente,203000.0,27,,CHE DE MOULIS,6132,31200,31555,Toulouse,31,,,31555830AB0105,,,19,63.1,,,,,,,,,1,2,Appartement,63,3,,,,,,1.437492,43.665297
2023-384978,2023-09-08,000001,Vente,210000.0,6,,RUE CINQ CLOUS,2060,31500,31555,Toulouse,31,,,31555804AD0128,,,19,68,,,,,,,,,1,2,Appartement,69,3,,,,,,1.456908,43.620566
2023-384979,2023-08-29,000001,Vente,196800.0,3,,RUE DU SERRAT,0228,31320,31409,Péchabou,31,,,31409000AD0122,,,20,63.53,,,,,,,,,1,2,Appartement,64,3,,,,,,1.508107,43.502616
2023-384981,2023-08-17,000001,Vente,95000.0,10,,AV WINSTON CHURCHILL,8962,31100,31555,Toulouse,31,,,31555842BN0102,,,1073,,1075,,,,,,,,2,2,Appartement,78,3,,,,,,1.401293,43.568654
2023-384982,2023-08-23,000001,Vente,143450.0,16,B,RTE DE MERVILLA,0690,31320,31113,Castanet-Tolosan,31,,,31113000CB0120,,,1,43.73,,,,,,,,,1,2,Appartement,35,2,,,,,,1.48444,43.513872
2023-384983,2023-09-05,000001,Vente,1500000.0,4,,RUE DE FENOUILLET,3236,31200,31555,Toulouse,31,,,31555829AX0228,,,,,,,,,,,,,0,2,Appartement,120,4,S,sols,,,447.0,1.43109,43.625902
2023-384983,2023-09-05,000001,Vente,1500000.0,4,,RUE DE FENOUILLET,3236,31200,31555,Toulouse,31,,,31555829AX0228,,,,,,,,,,,,,0,2,Appartement,55,2,S,sols,,,447.0,1.43109,43.625902
2023-384983,2023-09-05,000001,Vente,1500000.0,4,,RUE DE FENOUILLET,3236,31200,31555,Toulouse,31,,,31555829AX0228,,,,,,,,,,,,,0,2,Appartement,55,2,S,sols,,,447.0,1.43109,43.625902
2023-384984,2023-08-24,000001,Vente,170000.0,10,B,CHE DE LA MONTAGNE NOIRE,1103,31250,31451,Revel,31,,,31451000AA0399,,,,,,,,,,,,,0,1,Maison,88,4,S,sols,,,590.0,2.020253,43.487852
2023-384985,2023-08-31,000001,Vente,274370.0,9,,RUE DES FEUILLANTS,3288,31300,31555,Toulouse,31,,,31555828AE0194,,,15,53.3,3,,,,,,,,2,2,Appartement,55,2,,,,,,1.434113,43.596238
2023-384987,2023-09-01,000001,Vente,236645.0,16,,RUE DES PENITENTS GRIS,6724,31000,31555,Toulouse,31,,,31555826AD0115,,,6,,,,,,,,,,1,2,Appartement,52,3,,,,,,1.441954,43.606066
2023-384988,2023-08-31,000001,Vente,195000.0,4,,RUE DU LUAN,0535,31130,31044,Balma,31,,,31044000CI0058,,,1,,,,,,,,,,1,2,Appartement,64,4,,,,,,1.490878,43.625156
2023-384989,2023-09-08,000001,Vente,285840.0,13,,RUE DES ROSIERS,0932,31700,31069,Blagnac,31,,,31069000BM0300,,,,,,,,,,,,,0,1,Maison,72,4,S,sols,,,440.0,1.384935,43.638067
2023-384990,2023-08-22,000001,Vente,354700.0,16,,LE HAMEAU LAMIC,A010,31590,31285,Lavalette,31,,,312850000B0859,,,2,,,,,,,,,,1,1,Maison,71,5,,,,,,,
2023-384991,2023-08-29,000001,Vente,270000.0,36,,BD DES MINIMES,5960,31200,31555,Toulouse,31,,,31555803AD0097,,,125,48,,,,,,,,,1,2,Appartement,48,2,,,,,,1.443581,43.615577
2023-384993,2023-08-23,000001,Vente,305500.0,19,,RUE DE L EGLISE,0090,31150,31182,Fenouillet,31,,,31182000AW0147,,,,,,,,,,,,,0,1,Maison,143,4,S,sols,,,208.0,1.385406,43.680606
2023-384994,2023-08-18,000001,Vente,133540.0,6,,IMP SIMONE DE BEAUVOIR,8255,31200,31555,Toulouse,31,,,31555830AY0055,,,66,43.65,,,,,,,,,1,2,Appartement,44,2,,,,,,1.430564,43.656423
2023-384995,2023-08-23,000001,Vente,150000.0,10,,RUE BERTHY ALBRECHT,1106,31300,31555,Toulouse,31,,,31555845AT0160,,,53,48.98,,,,,,,,,1,2,Appartement,49,2,,,,,,1.370039,43.60212
2023-384996,2023-08-23,000001,Vente,305000.0,46,B,RUE JACQUES PROVOST,4429,31200,31555,Toulouse,31,,,31555832AI0129,,,,,,,,,,,,,0,1,Maison,95,4,S,sols,,,165.0,1.48826,43.63623
2023-384997,2023-09-06,000001,Vente,50960.0,12,,RUE JACQUELINE AURIOL,4434,31400,31555,Toulouse,31,,,31555837AH0322,,,2138,,,,,,,,,,1,2,Appartement,19,2,,,,,,1.476781,43.575176
2023-384998,2023-08-25,000001,Vente,137000.0,1,,CHE DE VILLENOUVELLE,0750,31270,31157,Cugnaux,31,,,31157000AS0364,,,10,54.8,86,,87,,,,,,3,2,Appartement,55,3,,,,,,1.374075,43.552943
2023-385000,2023-08-21,000001,Vente,230550.0,29,,RUE ROBERT ARON,7525,31100,31555,Toulouse,31,,,31555842BL0272,,,10,80.42,,,,,,,,,1,1,Maison,85,4,,,,,,1.390694,43.575532
2023-385002,2023-09-05,000001,Vente,96400.0,2,,RUE DU GENERAL D'AMADE,3807,31200,31555,Toulouse,31,,,31555831AI0237,,,30,28.03,,,,,,,,,1,2,Appartement,32,2,,,,,,1.459926,43.641579
2023-385003,2023-08-21,000001,Vente,129500.0,1,,RUE DE LA VIOLETTE,0258,31140,31282,Launaguet,31,,,31282000AL0126,,,45,45.83,,,,,,,,,1,2,Appartement,46,2,,,,,,1.443303,43.651951
2023-385005,2023-08-21,000001,Vente,151000.0,12,,ALL DR LEJZER LUDWIK ZAMENHOF,8983,31100,31555,Toulouse,31,,,31555843BA0158,,,166,46.06,26,,,,,,,,2,2,Appartement,45,2,,,,,,1.37954,43.58423
2023-385006,2023-08-25,000001,Vente,205500.0,7,,RUE HENRI BERALDI,4120,31000,31555,Toulouse,31,,,31555824AB0194,,,5,23.27,,,,,,,,,1,2,Appartement,23,1,,,,,,1.443524,43.608436
2023-385008,2023-08-08,000001,Vente,180000.0,4,,RUE ROSA PARKS,1147,31650,31506,Saint-Orens-de-Gameville,31,,,31506000BI0141,,,203,66.21,,,,,,,,,1,2,Appartement,66,3,,,,,,1.538832,43.550516
2023-385009,2023-08-22,000001,Vente,500000.0,92,,RUE ALFRED DUMERIL,0184,31400,31555,Toulouse,31,,,31555814AB0024,,,22,,7,109.56,,,,,,,2,2,Appartement,98,4,,,,,,1.45122,43.591249
2023-385010,2023-08-29,000001,Vente,175000.0,11,,AV EMILE ZOLA,0226,31520,31446,Ramonville-Saint-Agne,31,,,31446000AY0085,,,5,70.38,,,,,,,,,1,2,Appartement,72,4,,,,,,1.487527,43.540895
2023-385012,2023-08-18,000001,Vente,386240.0,48,,RUE DU QUATORZE JUILLET,3175,31170,31557,Tournefeuille,31,,,31557000BP0105,,,,,,,,,,,,,0,1,Maison,98,4,S,sols,,,741.0,1.326116,43.573339
2023-385013,2023-08-28,000001,Vente,157670.0,17,,BD ARMAND DUPORTAL,0492,31000,31555,Toulouse,31,,,31555826AH0046,,,141,35.03,,,,,,,,,1,2,Appartement,36,2,,,,,,1.434138,43.606761
2023-385014,2023-08-29,000001,Vente,135000.0,160,,RUE EDMOND ROSTAND,2888,31200,31555,Toulouse,31,,,31555831AZ0520,,,18,65.18,,,,,,,,,1,2,Appartement,66,3,,,,,,1.447976,43.6403
2023-385015,2023-08-29,000001,Vente,89000.0,9000,,ALL SAINT EXUPERY,0074,31700,31351,Mondonville,31,,,31351000AM0760,,,22,40.68,73,,,,,,,,2,2,Appartement,40,2,,,,,,1.278532,43.674637
2023-385016,2023-08-28,000001,Vente,102000.0,10,,RUE JEAN WEBER,4669,31100,31555,Toulouse,31,,,31555841AN0494,,,209,44.19,,,,,,,,,1,2,Appartement,44,2,,,,,,1.385477,43.549322
2023-385017,2023-08-18,000001,Vente,68000.0,5,A,RUE JOSEPH HUBERT,0473,31130,31044,Balma,31,,,31044000CI0062,,,62,,,,,,,,,,1,2,Appartement,41,2,,,,,,1.490889,43.624142
2023-385018,2023-08-24,000001,Vente,285000.0,6,,RUE GEORGES PICOT,3860,31400,31555,Toulouse,31,,,31555814AD0192,,,20,,6,57.71,,,,,,,2,2,Appartement,56,3,,,,,,1.45335,43.587647
2023-385019,2023-07-07,000001,Vente,456100.0,23,,RTE DE GOYRANS,0260,31120,31259,Lacroix-Falgarde,31,,,31259000AM0084,,,,,,,,,,,,,0,1,Maison,130,5,S,sols,,,978.0,1.416772,43.496471
2023-385020,2023-08-10,000001,Vente,307000.0,163,,RUE MARCEL DORET,0121,31840,31032,Aussonne,31,,,31032000ZB0678,,,,,,,,,,,,,0,1,Maison,90,6,S,sols,,,360.0,1.319199,43.686787
2023-385021,2023-09-01,000001,Vente,205000.0,1,,SQ DE L AQUILON,0047,31700,31150,Cornebarrieu,31,,,31150000AV0592,,,,,,,,,,,,,0,1,Maison,69,3,S,sols,,,147.0,1.314423,43.64583
2023-385023,2023-09-05,000001,Vente,195000.0,3,,RUE LEO FERRE,0003,31790,31490,Saint-Jory,31,,,31490000AK0038,,,,,,,,,,,,,0,1,Maison,64,3,S,sols,,,200.0,1.380533,43.744705
2023-385024,2023-09-07,000001,Vente,295685.0,6,,RUE DES TAMARIS,8380,31400,31555,Toulouse,31,,,31555838AC0013,,,,,,,,,,,,,0,1,Maison,53,3,S,sols,,,349.0,1.463422,43.577226
2023-385025,2023-08-21,000001,Vente,257280.0,135,,AV DE CASTRES,1772,31500,31555,Toulouse,31,,,31555835AE0177,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,250.0,1.479582,43.599289
2023-385027,2023-09-01,000001,Vente,494000.0,28,,RUE SAINTE BLANCHE,8012,31200,31555,Toulouse,31,,,31555802AC0132,,,,,,,,,,,,,0,1,Maison,141,5,S,sols,,,260.0,1.43312,43.619007
2023-385028,2023-08-28,000001,Vente,228200.0,29,,BD MATABIAU,5772,31000,31555,Toulouse,31,,,31555823AB0145,,,18,74.38,36,,,,,,,,2,2,Appartement,68,4,,,,,,1.444266,43.614707
2023-385030,2023-08-31,000001,Vente,355500.0,34,,RUE BEL SOLELH,0033,31700,31150,Cornebarrieu,31,,,31150000AV0172,,,,,,,,,,,,,0,1,Maison,126,5,S,sols,,,663.0,1.317944,43.647243
2023-385031,2023-09-07,000001,Vente,205100.0,38,,ALL DU VIVARAIS,1344,31770,31149,Colomiers,31,,,31149000AS0261,,,,,,,,,,,,,0,1,Maison,91,5,S,sols,,,161.0,1.323073,43.619283
2023-385032,2023-08-22,000001,Vente,455000.0,3,,RUE DE LA GRAVETTE,4000,31300,31555,Toulouse,31,,,31555828AM0152,,,,,,,,,,,,,0,1,Maison,79,4,S,sols,,,196.0,1.423754,43.593331
2023-385033,2023-08-31,000001,Vente,275000.0,13,,RUE LOUIS AUGUSTE BLANQUI,0411,31240,31488,Saint-Jean,31,,,31488000AH0048,,,,,,,,,,,,,0,1,Maison,95,5,S,sols,,,441.0,1.509308,43.663092
2023-385034,2023-08-18,000001,Vente,430000.0,470,,CHE DES BOUSQUETS,0011,31620,31079,Bouloc,31,,,31079000BE0016,,,,,,,,,,,,,0,1,Maison,180,6,S,sols,,,1000.0,1.395298,43.790452
2023-385034,2023-08-18,000001,Vente,430000.0,470,,CHE DES BOUSQUETS,0011,31620,31079,Bouloc,31,,,31079000BE0016,,,,,,,,,,,,,0,1,Maison,180,6,AG,terrains d'agrément,PARC,Parc,1173.0,1.395298,43.790452
2023-385036,2023-09-01,000001,Vente,247050.0,2,,ALL DES TILLEULS,0206,31150,31293,Lespinasse,31,,,31293000AN0153,,,,,,,,,,,,,0,1,Maison,89,5,S,sols,,,618.0,1.382291,43.708587
2023-385037,2023-08-29,000001,Vente,212000.0,8,,RUE GASTON DOUMERGUE,1820,31170,31557,Tournefeuille,31,,,31557000BS0001,,,,,,,,,,,,,0,1,Maison,76,3,S,sols,,,1024.0,1.339746,43.582546
2023-385040,2023-08-29,000001,Vente,215330.0,9330,,IMP JEAN HENRI RIESENER,0933,31250,31451,Revel,31,,,31451000AI0330,,,,,,,,,,,,,0,1,Maison,103,3,S,sols,,,731.0,2.011771,43.449561
2023-385041,2023-08-23,000001,Vente,438350.0,18,,RUE FRANCOIS OULIE,3532,31500,31555,Toulouse,31,,,31555835AH0050,,,,,,,,,,,,,0,1,Maison,110,4,S,sols,,,470.0,1.474971,43.605232
2023-385042,2023-08-29,000001,Vente,235000.0,34,,RTE DE L'AUTAN,0010,31460,31097,Le Cabanial,31,,,31097000ZD0047,,,,,,,,,,,,,0,1,Maison,120,5,L,landes,,,4165.0,1.878824,43.513475
2023-385042,2023-08-29,000001,Vente,235000.0,34,,RTE DE L'AUTAN,0010,31460,31097,Le Cabanial,31,,,31097000ZD0047,,,,,,,,,,,,,0,1,Maison,120,5,S,sols,,,1395.0,1.878824,43.513475
2023-385043,2023-08-22,000001,Vente,362500.0,99,,AV MAIGNAN,5512,31200,31555,Toulouse,31,,,31555802AC0346,,,89,,,,,,,,,,1,2,Appartement,84,4,,,,,,1.431189,43.615185
2023-385044,2023-08-11,000001,Vente,285050.0,7,B,CHE ST ROCH,0185,31700,31160,Daux,31,,,311600000C1080,,,,,,,,,,,,,0,1,Maison,96,4,S,sols,,,800.0,1.271092,43.685926
2023-385046,2023-08-21,000001,Vente,308150.0,4,,IMP SIMON ABADIE,0132,31140,31186,Fonbeauzard,31,,,31186000AA0144,,,,,,,,,,,,,0,1,Maison,107,5,S,sols,,,490.0,1.431611,43.675412
2023-385047,2023-09-07,000001,Vente,171000.0,29,,RUE RENE TEISSEIRE,0174,31330,31232,Grenade,31,,,31232000AX0498,,,,,,,,,,,,,0,2,Appartement,78,3,S,sols,,,239.0,1.292029,43.770782
2023-385048,2023-08-23,000001,Vente,446750.0,15,,RUE MARIE CURIE,0435,31240,31488,Saint-Jean,31,,,31488000AO0062,,,,,,,,,,,,,0,1,Maison,137,6,S,sols,,,817.0,1.509512,43.652405
2023-385049,2023-08-25,000001,Vente,344000.0,2,,RUE DU PIC D ANETO,0570,31240,31561,L'Union,31,,,31561000AT0082,,,,,,,,,,,,,0,1,Maison,92,4,S,sols,,,466.0,1.485254,43.654459
2023-385050,2023-08-11,000001,Vente,295000.0,20,,RUE JORGE SEMPRUN,0158,31140,31282,Launaguet,31,,,31282000AK0455,,,,,,,,,,,,,0,1,Maison,83,4,S,sols,,,225.0,1.440922,43.660792
2023-385051,2023-08-25,000001,Vente,90730.0,68,,RTE DE NARBONNE,6196,31400,31555,Toulouse,31,,,31555838AH0193,,,24,24.11,,,,,,,,,1,2,Appartement,28,1,,,,,,1.457034,43.56897
2023-385052,2023-08-30,000001,Vente,112000.0,43,,CHE MICHOUN,5932,31500,31555,Toulouse,31,,,31555833AM0005,,,2411,,2416,66.68,,,,,,,2,2,Appartement,59,3,,,,,,1.465313,43.62731
2023-385054,2023-08-28,000001,Vente,285000.0,68,,RUE DU SIROCCO,0152,31700,31056,Beauzelle,31,,,31056000AI0145,,,,,,,,,,,,,0,1,Maison,101,4,S,sols,,,122.0,1.368071,43.660759
2023-385057,2023-08-24,000001,Vente,242000.0,136,,RUE DE NEGRENEYS,6236,31200,31555,Toulouse,31,,,31555803AC0001,,,151,,168,,,,,,,,2,2,Appartement,89,4,,,,,,1.443043,43.624255
2023-385058,2023-06-01,000001,Adjudication,334000.0,36,,CHE DES ANDAINS,0003,31280,31003,Aigrefeuille,31,,,31003000ZA0443,,,,,,,,,,,,,0,1,Maison,204,6,S,sols,,,1107.0,1.593652,43.572258
2023-385059,2023-08-28,000001,Vente,359000.0,34,,RUE JONAS,4732,31200,31555,Toulouse,31,,,31555803AB0135,,,,,,,,,,,,,0,1,Maison,65,3,S,sols,,,238.0,1.438841,43.624648
2023-385060,2023-08-24,000001,Vente,114000.0,18,,RUE FROIDETERRE,3612,31200,31555,Toulouse,31,,,31555831BD0515,,,5,45.37,,,,,,,,,1,2,Appartement,45,2,,,,,,1.447857,43.649774
2023-385061,2023-08-28,000001,Vente,100000.0,25,,RUE DE REMUSAT,7392,31000,31555,Toulouse,31,,,31555824AB0131,,,109,,,,,,,,,,1,2,Appartement,24,2,,,,,,1.444141,43.606634
2023-385062,2023-08-25,000001,Vente,350000.0,144,,MONDOURRET,B025,31140,31364,Montberon,31,,,31364000AK0025,,,,,,,,,,,,,0,1,Maison,56,3,S,sols,,,387.0,1.481132,43.71698
2023-385062,2023-08-25,000001,Vente,350000.0,144,,MONDOURRET,B025,31140,31364,Montberon,31,,,31364000AK0025,,,,,,,,,,,,,0,1,Maison,115,3,S,sols,,,387.0,1.481132,43.71698
2023-385063,2023-08-08,000001,Vente,2547500.0,4,,RUE DE SOYOUZ,0736,31240,31561,L'Union,31,,,31561000BM0256,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,449.0,1.499648,43.639905
2023-385064,2023-08-29,000001,Vente,146000.0,297,,RTE DE LAUNAGUET,5096,31200,31555,Toulouse,31,,,31555830AD0052,,,34,57.36,,,,,,,,,1,2,Appartement,57,3,,,,,,1.437395,43.65287
2023-385065,2023-08-28,000001,Vente,730500.0,38,,RUE MOTO VIDAL,6112,31200,31555,Toulouse,31,,,31555833AO0436,,,,,,,,,,,,,0,1,Maison,193,6,S,sols,,,675.0,1.466995,43.630896
2023-385067,2023-08-31,000001,Vente,180000.0,2,,RUE COL PIER HENRI CLOSTERMANN,2205,31400,31555,Toulouse,31,,,31555839AM0119,,,7,64.65,,,,,,,,,1,2,Appartement,63,3,,,,,,1.458552,43.553923
2023-385068,2023-08-30,000001,Vente,362650.0,22,,RUE MARCEL CERDAN,0313,31140,31467,Saint-Alban,31,,,31467000AR0097,,,,,,,,,,,,,0,1,Maison,130,5,S,sols,,,773.0,1.422593,43.682808
2023-385070,2023-08-30,000001,Vente,279290.0,37,B,RUE DE METZ,5904,31000,31555,Toulouse,31,,,31555819AB0147,,,116,,,,,,,,,,1,2,Appartement,18,1,,,,,,1.449444,43.600781
2023-385070,2023-08-30,000001,Vente,279290.0,37,B,RUE DE METZ,5904,31000,31555,Toulouse,31,,,31555819AB0147,,,106,,117,,,,,,,,2,2,Appartement,43,2,,,,,,1.449444,43.600781
2023-385071,2023-08-21,000001,Vente,246700.0,148,,BRUGASSOU,B017,31340,31563,Vacquiers,31,,,31563000AP0155,,,,,,,,,,,,,0,1,Maison,62,3,BT,taillis simples,,,3760.0,1.469242,43.780941
2023-385071,2023-08-21,000001,Vente,246700.0,148,,BRUGASSOU,B017,31340,31563,Vacquiers,31,,,31563000AP0155,,,,,,,,,,,,,0,1,Maison,62,3,S,sols,,,75.0,1.469242,43.780941
2023-385072,2023-08-28,000001,Vente,119500.0,2,,IMP MARIUS AUDIBERT,0090,31140,31186,Fonbeauzard,31,,,31186000AH0072,,,15,42,,,,,,,,,1,2,Appartement,42,2,,,,,,1.447186,43.679401
